Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,16.9,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,17.1,"Houston, TX"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,17.6,"New York City, NY"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,18.1,"Indianapolis (Marion County), IN"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,18.1,"Minneapolis, MN"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,18.3,"Boston, MA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,18.4,"Chicago, Il"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,18.4,"Los Angeles, CA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,18.4,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,19.9,"Phoenix, AZ"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,20.5,"Baltimore, MD"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,23,"Philadelphia, PA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,32.7,"Cleveland, OH"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2015,Both,All,36.9,"Detroit, MI"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,9.9,"San Francisco, CA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,10,"San Jose, CA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,10.7,"Charlotte, NC"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,11.2,"Seattle, WA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,11.5,"Austin, TX"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,11.7,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,11.7,"San Diego County, CA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,12.5,"Denver, CO"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,13.2,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,13.4,"Las Vegas (Clark County), NV"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,13.5,"Dallas, TX"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,13.7,"Portland (Multnomah County), OR"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,14.6,"Kansas City, MO"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,15.2,"Columbus, OH"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,15.4,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,15.6,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,16.4,"Indianapolis (Marion County), IN"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,16.4,"San Antonio, TX"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,16.5,"New York City, NY"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,16.7,"Chicago, Il"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,16.8,"Long Beach, CA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,17.1,"Houston, TX"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,17.2,"Phoenix, AZ"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,17.5,"Los Angeles, CA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,17.6,"Washington, DC"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,18.5,"Boston, MA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,19.5,"Minneapolis, MN"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,19.6,"Baltimore, MD"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,23.4,"Philadelphia, PA"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,32.1,"Cleveland, OH"
Social and Economic Factors,Percent Living Below 200% Poverty Level,2016,Both,All,32.8,"Detroit, MI"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,29,"Las Vegas (Clark County), NV"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,30.9,"Phoenix, AZ"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,33.3,"Kansas City, MO"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,36.3,"San Antonio, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,41.3,"Cleveland, OH"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,42.6,"Houston, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,45.2,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,45.6,"Minneapolis, MN"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,45.9,"Detroit, MI"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,47.7,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,48.4,"Philadelphia, PA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,49.4,"San Diego County, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,50.3,"Baltimore, MD"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,53.4,"Seattle, WA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,54.5,"Los Angeles, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,54.6,"San Jose, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,54.9,"Chicago, Il"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,55.5,"Dallas, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,55.5,"Denver, CO"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,57.6,"Long Beach, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,58.6,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,59.2,"Boston, MA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,59.5,"New York City, NY"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,62.2,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,72.5,"San Francisco, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2012,Both,All,78.4,"Washington, DC"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,29.6,"Phoenix, AZ"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,31.8,"Las Vegas (Clark County), NV"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,34.6,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,36.3,"Dallas, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,40.8,"Houston, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,40.8,"Kansas City, MO"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,41,"Detroit, MI"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,41.2,"San Antonio, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,41.4,"Cleveland, OH"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,41.5,"Long Beach, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,44.8,"Philadelphia, PA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,45.9,"San Diego County, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,46.1,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,46.7,"San Jose, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,48.2,"Minneapolis, MN"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,50.9,"Baltimore, MD"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,54.2,"Los Angeles, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,55.8,"Denver, CO"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,56.1,"Chicago, Il"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,58,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,58.9,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,59.3,"Boston, MA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,60.2,"New York City, NY"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,68.3,"Seattle, WA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,70.9,"San Francisco, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2013,Both,All,78.5,"Washington, DC"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,28.2,"Phoenix, AZ"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,32.9,"Las Vegas (Clark County), NV"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,36.1,"San Antonio, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,38.9,"Kansas City, MO"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,40.1,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,40.5,"Dallas, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,41.9,"Indianapolis (Marion County), IN"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,42.5,"Cleveland, OH"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,43.6,"Detroit, MI"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,43.9,"Columbus, OH"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,44.5,"Houston, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,45.8,"San Jose, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,45.9,"Philadelphia, PA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,46.1,"Austin, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,47.1,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,49.4,"Minneapolis, MN"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,50.4,"San Diego County, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,51.9,"Long Beach, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,52.4,"Baltimore, MD"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,54.4,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,55.2,"Charlotte, NC"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,55.6,"Los Angeles, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,57,"Chicago, Il"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,59.7,"Boston, MA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,60.9,"New York City, NY"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,61.1,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,62,"Seattle, WA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,65.3,"Denver, CO"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,71.7,"San Francisco, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2014,Both,All,86.4,"Washington, DC"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,32.9,"Phoenix, AZ"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,33.1,"Las Vegas (Clark County), NV"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,36.1,"Indianapolis (Marion County), IN"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,39.3,"Dallas, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,40.2,"Houston, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,40.7,"Columbus, OH"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,41.5,"Cleveland, OH"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,42.5,"Charlotte, NC"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,43.8,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,45.7,"Kansas City, MO"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,47,"San Antonio, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,47.6,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,47.9,"Austin, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,49.5,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,50.3,"San Diego County, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,54,"Portland (Multnomah County), OR"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,55.4,"San Jose, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,55.8,"Long Beach, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,56.3,"Chicago, Il"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,56.6,"Los Angeles, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,57.1,"Baltimore, MD"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,57.6,"Minneapolis, MN"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,58.5,"Boston, MA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,60.1,"Denver, CO"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,60.9,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,61.4,"New York City, NY"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,69.3,"Seattle, WA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,69.7,"San Francisco, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2015,Both,All,74.6,"Washington, DC"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,35.3,"Phoenix, AZ"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,37.3,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,38,"Las Vegas (Clark County), NV"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,38.6,"Detroit, MI"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,39,"Columbus, OH"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,41.1,"Kansas City, MO"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,41.9,"Houston, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,42.1,"Dallas, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,48,"Long Beach, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,48,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,48.1,"Baltimore, MD"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,48.8,"Charlotte, NC"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,50.7,"San Antonio, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,51.4,"Philadelphia, PA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,52.2,"Cleveland, OH"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,52.3,"Austin, TX"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,52.7,"San Diego County, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,52.8,"Indianapolis (Marion County), IN"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,52.8,"Minneapolis, MN"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,53.3,"Denver, CO"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,54.4,"Portland (Multnomah County), OR"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,56.2,"Los Angeles, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,56.2,"San Jose, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,58.7,"Boston, MA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,60.2,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,60.9,"Chicago, Il"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,61,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,63.6,"New York City, NY"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,65.8,"Seattle, WA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,67.3,"San Francisco, CA"
Social and Economic Factors,Percent of 3 and 4 Year Olds Currently Enrolled in Preschool,2016,Both,All,77.7,"Washington, DC"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,14.8,"Seattle, WA"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,15.6,"San Jose, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,16.7,"San Francisco, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,21.8,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,24.8,"Washington, DC"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,27.5,"Boston, MA"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,28.5,"Denver, CO"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,31.7,"New York City, NY"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,32.7,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,33,"Minneapolis, MN"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,34.1,"Baltimore, MD"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,34.2,"San Antonio, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,34.4,"Chicago, Il"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,34.6,"Kansas City, MO"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,34.8,"Los Angeles, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,37.6,"Houston, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,37.8,"Philadelphia, PA"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,38,"Phoenix, AZ"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,38.5,"Dallas, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,55.7,"Cleveland, OH"
Social and Economic Factors,Percent of Children Living in Poverty,2012,Both,All,61.4,"Detroit, MI"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,15.7,"Seattle, WA"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,16.6,"San Jose, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,18.6,"San Francisco, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,18.7,"San Diego County, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,19.9,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,22,"Las Vegas (Clark County), NV"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,22.1,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,24.6,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,25.4,"Washington, DC"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,26.6,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,28,"Kansas City, MO"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,29.2,"New York City, NY"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,30,"San Antonio, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,30.4,"Boston, MA"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,31.1,"Denver, CO"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,33.9,"Chicago, Il"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,34,"Los Angeles, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,35.7,"Phoenix, AZ"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,35.8,"Houston, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,36.1,"Baltimore, MD"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,37.1,"Philadelphia, PA"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,39.4,"Dallas, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,58.5,"Cleveland, OH"
Social and Economic Factors,Percent of Children Living in Poverty,2013,Both,All,60.6,"Detroit, MI"
Social and Economic Factors,Percent of Children Living in Poverty,2014,Both,All,1.6,"San Francisco, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2014,Both,All,2.3,"San Jose, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2014,Both,All,2.5,"Seattle, WA"
Social and Economic Factors,Percent of Children Living in Poverty,2014,Both,All,4.3,"San Diego County, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2014,Both,All,4.7,"Washington, DC"
Social and Economic Factors,Percent of Children Living in Poverty,2014,Both,All,8.1,"San Antonio, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,1.5,"San Francisco, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,1.5,"Seattle, WA"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,2.4,"San Jose, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,3.5,"Portland (Multnomah County), OR"
